0.0.0.0,0.255.255.255,US,,,4
1.0.0.0,1.0.0.255,AU,,,4
1.0.4.0,1.0.7.255,AU,,,4
1.0.16.0,1.0.31.255,JP,,,4
1.0.64.0,1.0.127.255,JP,,,4
1.0.128.0,1.0.255.255,TH,,,4
1.1.1.0,1.1.1.255,AU,,,4
1.1.64.0,1.1.127.255,JP,,,4
1.1.128.0,1.1.255.255,TH,,,4
1.2.3.0,1.2.3.255,AU,,,4
1.2.128.0,1.2.255.255,TH,,,4
1.4.0.0,1.4.0.255,AU,,,4
1.4.128.0,1.4.255.255,TH,,,4
1.5.0.0,1.5.255.255,JP,,,4
1.6.0.0,1.7.255.255,IN,,,4
1.9.0.0,1.9.255.255,MY,,,4
1.10.10.0,1.10.10.255,AU,,,4
1.10.128.0,1.10.255.255,TH,,,4
1.11.0.0,1.11.255.255,KR,,,4
1.16.0.0,1.19.255.255,KR,,,4
1.20.0.0,1.20.255.255,TH,,,4
1.21.0.0,1.21.255.255,JP,,,4
1.22.0.0,1.23.255.255,IN,,,4
1.33.0.0,1.33.255.255,JP,,,4
1.37.0.0,1.37.255.255,PH,,,4
1.38.0.0,1.39.255.255,IN,,,4
1.40.0.0,1.44.255.255,AU,,,4
1.46.0.0,1.47.255.255,TH,,,4
1.52.0.0,1.55.255.255,VN,,,4
1.66.0.0,1.67.255.255,JP,,,4
1.72.0.0,1.79.255.255,JP,,,4
1.96.0.0,1.111.255.255,KR,,,4
1.112.0.0,1.115.255.255,JP,,,4
1.120.0.0,1.159.255.255,AU,,,4
1.176.0.0,1.177.255.255,KR,,,4
1.178.0.0,1.179.127.255,AU,,,4
1.179.128.0,1.179.255.255,TH,,,4
1.186.0.0,1.187.255.255,IN,,,4
1.201.0.0,1.201.255.255,KR,,,4
1.208.0.0,1.255.255.255,KR,,,4
2.0.0.0,2.15.255.255,FR,,,4
2.16.0.0,2.16.5.255,EU,,,4
2.16.6.0,2.16.7.255,DE,,,4
2.16.8.0,2.16.67.255,EU,,,4
2.16.68.0,2.16.69.255,SE,,,4
2.16.70.0,2.16.71.255,IT,,,4
2.16.72.0,2.16.131.255,EU,,,4
2.16.132.0,2.16.133.255,DE,,,4
2.16.134.0,2.16.169.255,EU,,,4
2.16.170.0,2.16.173.255,DE,,,4
2.16.174.0,2.16.177.255,EU,,,4
2.16.178.0,2.16.179.255,GR,,,4
2.16.180.0,2.23.255.255,EU,,,4
2.24.0.0,2.31.255.255,GB,,,4
2.32.0.0,2.47.255.255,IT,,,4
2.48.0.0,2.51.255.255,AE,,,4
2.52.0.0,2.55.255.255,IL,,,4
2.56.0.0,2.59.255.255,UA,,,4
2.60.0.0,2.63.255.255,RU,,,4
2.64.0.0,2.71.255.255,SE,,,4
2.72.0.0,2.79.255.255,KZ,,,4
2.80.0.0,2.83.255.255,PT,,,4
2.84.0.0,2.87.255.255,GR,,,4
2.88.0.0,2.91.255.255,SA,,,4
2.92.0.0,2.95.255.255,RU,,,4
2.96.0.0,2.103.255.255,GB,,,4
2.104.0.0,2.111.255.255,DK,,,4
2.112.0.0,2.119.255.255,IT,,,4
2.120.0.0,2.127.255.255,GB,,,4
2.128.0.0,2.131.255.255,DK,,,4
2.132.0.0,2.135.255.255,KZ,,,4
2.136.0.0,2.143.255.255,ES,,,4
2.144.0.0,2.147.255.255,IR,,,4
2.148.0.0,2.151.255.255,NO,,,4
2.152.0.0,2.155.255.255,ES,,,4
2.156.0.0,2.159.255.255,IT,,,4
2.160.0.0,2.175.255.255,DE,,,4
2.176.0.0,2.191.255.255,IR,,,4
2.192.0.0,2.199.255.255,IT,,,4
2.200.0.0,2.215.255.255,DE,,,4
2.216.0.0,2.223.255.255,GB,,,4
2.224.0.0,2.239.255.255,IT,,,4
2.240.0.0,2.247.255.255,DE,,,4
2.248.0.0,2.255.255.255,SE,,,4
3.0.0.0,4.255.255.255,US,,,4
5.0.0.0,5.255.255.255,IA,,,0
6.0.0.0,9.255.255.255,US,,,4
10.0.0.0,10.255.255.255,IA,保留,局域网,9
11.0.0.0,13.255.255.255,US,,,4
14.0.8.0,14.0.11.255,JP,,,4
14.0.16.0,14.0.31.255,VN,,,4
14.0.32.0,14.0.127.255,KR,,,4
14.1.4.0,14.1.15.255,JP,,,4
14.1.16.0,14.1.19.255,AU,,,4
14.1.24.0,14.1.31.255,JP,,,4
14.1.32.0,14.1.95.255,NZ,,,4
14.1.96.0,14.1.127.255,IN,,,4
14.1.128.0,14.1.255.255,MY,,,4
14.2.0.0,14.2.255.255,AU,,,4
14.3.0.0,14.3.255.255,JP,,,4
14.4.0.0,14.7.255.255,KR,,,4
14.8.0.0,14.15.255.255,JP,,,4
14.32.0.0,14.95.255.255,KR,,,4
14.96.0.0,14.99.255.255,IN,,,4
14.100.0.0,14.100.255.255,SG,,,4
14.101.0.0,14.101.255.255,JP,,,4
14.102.0.0,14.102.127.255,IN,,,4
14.102.132.0,14.102.135.255,JP,,,4
14.102.136.0,14.102.143.255,AU,,,4
14.102.144.0,14.102.151.255,MY,,,4
14.102.152.0,14.102.155.255,ID,,,4
14.102.160.0,14.102.191.255,IN,,,4
14.102.192.0,14.102.223.255,JP,,,4
14.102.224.0,14.102.239.255,IN,,,4
14.128.0.0,14.128.3.255,JP,,,4
14.128.4.0,14.128.7.255,NZ,,,4
14.128.8.0,14.128.11.255,TH,,,4
14.128.12.0,14.128.15.255,NP,,,4
14.128.16.0,14.128.31.255,JP,,,4
14.128.32.0,14.128.63.255,AU,,,4
14.128.64.0,14.128.127.255,JP,,,4
14.128.128.0,14.129.255.255,KR,,,4
14.132.0.0,14.133.255.255,JP,,,4
14.137.0.0,14.137.223.255,AU,,,4
14.137.224.0,14.137.255.255,JP,,,4
14.138.0.0,14.138.255.255,KR,,,4
14.139.0.0,14.143.255.255,IN,,,4
14.160.0.0,14.191.255.255,VN,,,4
14.192.0.0,14.192.31.255,PH,,,4
14.192.32.0,14.192.59.255,JP,,,4
14.192.64.0,14.192.71.255,MY,,,4
14.192.72.0,14.192.75.255,PG,,,4
14.192.80.0,14.192.95.255,KR,,,4
14.192.96.0,14.192.127.255,JP,,,4
14.192.128.0,14.192.159.255,PK,,,4
14.192.160.0,14.192.191.255,AU,,,4
14.192.192.0,14.192.255.255,MY,,,4
14.193.0.0,14.193.255.255,JP,,,4
14.194.0.0,14.195.255.255,IN,,,4
14.200.0.0,14.203.255.255,AU,,,4
14.206.0.0,14.206.255.255,KR,,,4
14.207.0.0,14.207.255.255,TH,,,4
14.224.0.0,14.255.255.255,VN,,,4
15.0.0.0,21.233.255.255,US,,,4
21.235.0.0,23.15.255.255,US,,,4
23.16.0.0,23.17.255.255,CA,,,4
23.18.0.0,23.19.31.255,US,,,4
23.19.32.0,23.23.255.255,IA,,,4
23.24.0.0,23.24.63.255,PL,,,4
23.24.64.0,23.31.255.255,IA,,,0
23.32.0.0,24.35.255.255,US,,,4
24.36.0.0,24.37.255.255,CA,,,4
24.38.0.0,24.38.143.255,US,,,4
24.38.144.0,24.38.159.255,CA,,,4
24.38.160.0,24.41.127.255,US,,,4
24.41.128.0,24.41.255.255,PR,,,4
24.42.0.0,24.42.127.255,US,,,4
24.42.128.0,24.42.255.255,CA,,,1
24.43.0.0,24.49.223.255,US,,,4
24.49.224.0,24.49.255.255,PR,,,4
24.50.0.0,24.53.223.255,US,,,4
24.53.224.0,24.53.239.255,CA,,,4
24.53.240.0,24.54.191.255,US,,,4
24.54.192.0,24.54.255.255,PR,,,1
24.55.0.0,24.55.63.255,US,,,4
24.55.64.0,24.55.95.255,PR,,,1
24.55.96.0,24.55.159.255,US,,,4
24.55.160.0,24.55.191.255,NL,,,4
24.55.192.0,24.56.255.255,US,,,4
24.57.0.0,24.57.255.255,CA,,,1
24.58.0.0,24.63.255.255,US,,,4
24.64.0.0,24.72.143.255,CA,,,4
24.72.144.0,24.75.255.255,US,,,4
24.76.0.0,24.87.255.255,CA,,,4
24.88.0.0,24.89.63.255,US,,,4
24.89.64.0,24.89.127.255,CA,,,4
24.89.128.0,24.89.191.255,US,,,4
24.89.192.0,24.89.255.255,CA,,,1
24.90.0.0,24.99.255.255,US,,,4
24.100.0.0,24.100.255.255,CA,,,1
24.101.0.0,24.101.255.255,US,,,4
24.102.0.0,24.102.255.255,CA,,,1
24.103.0.0,24.107.255.255,US,,,4
24.108.0.0,24.109.255.255,CA,,,4
24.110.0.0,24.113.255.255,US,,,4
24.114.0.0,24.114.255.255,CA,,,4
24.115.0.0,24.121.255.255,US,,,4
24.122.0.0,24.122.255.255,CA,,,1
24.123.0.0,24.129.223.255,US,,,4
24.129.224.0,24.129.239.255,CA,,,1
24.129.240.0,24.131.255.255,US,,,4
24.132.0.0,24.132.255.255,NL,,,4
24.133.0.0,24.137.31.255,US,,,4
24.137.32.0,24.137.35.255,CA,,,4
24.137.36.0,24.137.47.255,CA,,,1
24.137.48.0,24.137.63.255,US,,,4
24.137.64.0,24.137.127.255,CA,,,1
24.137.128.0,24.137.191.255,US,,,4
24.137.192.0,24.137.223.255,CA,,,4
24.137.224.0,24.137.255.255,US,,,4
24.138.0.0,24.138.79.255,CA,,,1
24.138.80.0,24.138.95.255,US,,,4
24.138.96.0,24.138.127.255,CA,,,4
24.138.128.0,24.138.191.255,CA,,,1
24.138.192.0,24.138.255.255,PR,,,4
24.139.0.0,24.139.31.255,CA,,,4
24.139.32.0,24.139.63.255,US,,,4
24.139.64.0,24.139.127.255,PR,,,1
24.139.128.0,24.139.131.255,CA,,,4
24.139.132.0,24.139.255.255,PR,,,1
24.140.0.0,24.140.255.255,US,,,4
24.141.0.0,24.141.255.255,CA,,,1
24.142.0.0,24.145.255.255,US,,,4
24.146.0.0,24.146.31.255,CA,,,4
24.146.32.0,24.149.255.255,US,,,4
24.150.0.0,24.150.255.255,CA,,,1
24.151.0.0,24.151.255.255,US,,,4
24.152.0.0,24.152.127.255,CL,,,1
24.152.128.0,24.152.255.255,US,,,4
24.153.0.0,24.153.31.255,CA,,,4
24.153.32.0,24.155.255.255,US,,,4
24.156.0.0,24.156.255.255,CA,,,1
24.157.0.0,24.157.15.255,US,,,4
24.157.16.0,24.157.31.255,PR,,,4
24.157.32.0,24.157.32.255,CA,,,4
24.157.33.0,24.157.255.255,CA,,,1
24.158.0.0,24.171.191.255,US,,,4
24.171.192.0,24.171.255.255,PR,,,1
24.172.0.0,24.191.255.255,US,,,4
24.192.0.0,24.192.255.255,CA,,,1
24.193.0.0,24.199.255.255,US,,,4
24.200.0.0,24.203.255.255,CA,,,1
24.204.0.0,24.206.255.255,US,,,4
24.207.0.0,24.207.127.255,CA,,,4
24.207.128.0,24.211.255.255,US,,,4
24.212.0.0,24.212.127.255,CA,,,4
24.212.128.0,24.213.63.255,US,,,4
24.213.64.0,24.213.95.255,CA,,,1
24.213.96.0,24.214.255.255,US,,,4
24.215.0.0,24.215.127.255,CA,,,4
24.215.128.0,24.221.255.255,US,,,4
24.222.0.0,24.222.255.255,CA,,,4
24.223.0.0,24.224.127.255,US,,,4
24.224.128.0,24.224.255.255,CA,,,1
24.225.0.0,24.225.255.255,US,,,4
24.226.0.0,24.226.255.255,CA,,,1
24.227.0.0,24.230.191.255,US,,,4
24.230.192.0,24.231.15.255,CA,,,1
24.231.16.0,24.231.31.255,US,,,4
24.231.32.0,24.231.63.255,AR,,,4
24.231.64.0,24.231.111.255,CA,,,4
24.231.112.0,24.231.255.255,US,,,4
24.232.0.0,24.232.255.255,AR,,,1
24.233.0.0,24.233.95.255,US,,,4
24.233.96.0,24.233.96.255,GB,,,4
24.233.97.0,24.233.127.255,CA,,,1
24.233.128.0,24.235.31.255,US,,,4
24.235.32.0,24.235.63.255,CA,,,1
24.235.64.0,24.235.95.255,US,,,4
24.235.96.0,24.235.255.255,CA,,,1
24.236.0.0,24.238.255.255,US,,,4
24.239.0.0,24.239.15.255,CA,,,4
24.239.16.0,24.243.255.255,US,,,4
24.244.0.0,24.244.95.255,CA,,,4
24.244.96.0,24.244.111.255,US,,,4
24.244.112.0,24.244.127.255,CA,,,4
24.244.128.0,24.244.191.255,BS,,,1
24.244.192.0,24.244.255.255,CA,,,1
24.245.0.0,24.245.95.255,US,,,4
24.245.96.0,24.245.96.255,PK,,,4
24.245.97.0,24.245.223.255,US,,,4
24.245.224.0,24.245.239.255,CA,,,4
24.245.240.0,24.255.255.255,US,,,4
25.0.0.0,25.255.255.255,GB,,,1
26.0.0.0,26.255.255.255,US,,,4
27.0.0.0,27.0.3.255,JP,,,4
27.0.4.0,27.0.7.255,MY,,,4
27.0.8.0,27.0.11.255,SG,,,4
27.0.12.0,27.0.15.255,VN,,,4
27.0.16.0,27.0.47.255,JP,,,4
27.0.48.0,27.0.63.255,IN,,,4
27.0.64.0,27.0.95.255,AU,,,4
